,OrderID,CustomerID,EmployeeID,ShippingMethodID,OrderDate,ShipDate,FreightCharge,DeliveryTime,OrderYear,OrderMonth
396,432,18,7,1,2004-01-13,2004-01-13,0.0,0,2004,1
397,433,40,7,1,2004-01-14,2004-01-14,0.0,0,2004,1
398,434,23,7,1,2004-01-14,2004-01-14,0.0,0,2004,1
399,435,2,2,1,2004-01-14,2004-01-14,0.0,0,2004,1
400,438,57,2,1,2004-01-13,2004-01-13,0.0,0,2004,1
401,439,22,2,1,2004-01-15,2004-01-15,0.0,0,2004,1
402,440,23,2,1,2004-01-15,2004-01-15,0.0,0,2004,1
403,441,40,2,1,2004-01-15,2004-01-15,0.0,0,2004,1
404,442,58,2,1,2004-01-15,2004-01-15,0.0,0,2004,1
405,443,40,2,1,2004-01-16,2004-01-16,0.0,0,2004,1
406,444,3,2,1,2004-01-16,2004-01-16,0.0,0,2004,1
407,445,35,2,1,2004-01-16,2004-01-16,0.0,0,2004,1
408,446,45,7,1,2004-01-16,2004-01-16,0.0,0,2004,1
409,447,7,2,1,2004-01-16,2004-01-16,0.0,0,2004,1
410,448,13,2,1,2004-01-16,2004-01-16,22.31,0,2004,1
411,449,40,2,1,2004-01-17,2004-01-17,0.0,0,2004,1
412,450,35,2,1,2004-01-17,2004-01-17,0.0,0,2004,1
413,451,5,2,1,2004-01-17,2004-01-17,0.0,0,2004,1
414,452,21,2,1,2004-01-17,2004-01-17,0.0,0,2004,1
415,453,5,2,1,2004-01-19,2004-01-19,0.0,0,2004,1
416,454,21,2,1,2004-01-19,2004-01-19,0.0,0,2004,1
417,455,21,2,1,2004-01-19,2004-01-19,0.0,0,2004,1
418,457,59,2,1,2004-01-19,2004-01-19,0.0,0,2004,1
419,459,60,2,1,2004-01-20,2004-01-20,28.55,0,2004,1
420,460,18,2,1,2004-01-20,2004-01-20,0.0,0,2004,1
421,461,53,2,1,2004-01-20,2004-01-20,0.0,0,2004,1
422,462,22,2,1,2004-01-21,2004-01-21,0.0,0,2004,1
423,463,40,2,1,2004-01-21,2004-01-21,0.0,0,2004,1
424,464,2,2,1,2004-01-21,2004-01-21,0.0,0,2004,1
425,467,1,7,1,2004-01-21,2004-01-21,0.0,0,2004,1
426,468,5,7,1,2004-01-21,2004-01-21,0.0,0,2004,1
427,469,23,7,1,2004-01-21,2004-01-21,0.0,0,2004,1
428,470,17,2,1,2004-01-22,2004-01-22,0.0,0,2004,1
429,471,17,2,1,2004-01-22,2004-01-22,0.0,0,2004,1
430,472,2,2,1,2004-01-22,2004-01-22,0.0,0,2004,1
431,473,18,2,1,2004-01-22,2004-01-22,0.0,0,2004,1
432,474,5,2,1,2004-01-23,2004-01-23,0.0,0,2004,1
433,475,61,2,1,2004-01-24,2004-01-24,0.0,0,2004,1
434,476,25,7,1,2004-01-26,2004-01-26,27.8,0,2004,1
435,477,44,2,1,2004-01-26,2004-01-26,0.0,0,2004,1
436,478,21,2,1,2004-01-26,2004-01-26,0.0,0,2004,1
437,485,2,2,1,2004-01-26,2004-01-26,0.0,0,2004,1
438,486,22,2,1,2004-01-26,2004-01-26,0.0,0,2004,1
439,487,26,2,1,2004-01-26,2004-01-26,0.0,0,2004,1
440,488,26,2,1,2004-01-26,2004-01-26,0.0,0,2004,1
441,489,13,7,1,2004-01-26,2004-01-26,25.6,0,2004,1
442,490,62,7,1,2004-01-27,2004-01-27,0.0,0,2004,1
443,491,22,2,1,2004-01-27,2004-01-27,0.0,0,2004,1
444,492,2,2,1,2004-01-27,2004-01-27,0.0,0,2004,1
445,493,41,2,1,2004-02-02,2004-02-02,0.0,0,2004,2
446,494,63,2,1,2004-02-02,2004-02-02,0.0,0,2004,2
447,495,5,2,1,2004-01-28,2004-01-28,0.0,0,2004,1
448,497,5,2,1,2004-01-29,2004-01-29,0.0,0,2004,1
449,498,22,7,1,2004-01-29,2004-01-29,0.0,0,2004,1
450,499,2,2,1,2004-01-30,2004-01-30,0.0,0,2004,1
451,500,40,2,1,2004-01-30,2004-01-30,0.0,0,2004,1
452,501,7,2,1,2004-01-30,2004-01-30,0.0,0,2004,1
453,502,40,2,1,2004-01-31,2004-01-31,0.0,0,2004,1
454,503,21,2,1,2004-02-02,2004-02-02,0.0,0,2004,2
455,504,40,2,1,2004-02-02,2004-02-02,0.0,0,2004,2
456,505,3,2,1,2004-02-02,2004-02-02,0.0,0,2004,2
457,506,42,2,1,2004-02-02,2004-02-02,28.07,0,2004,2
458,507,54,2,1,2004-02-02,2004-02-02,28.07,0,2004,2
459,508,22,2,1,2004-02-03,2004-02-03,0.0,0,2004,2
460,509,3,2,1,2004-02-03,2004-02-03,0.0,0,2004,2
461,510,18,2,1,2004-02-03,2004-02-03,0.0,0,2004,2
462,512,60,2,1,2004-02-04,2004-02-04,28.0,0,2004,2
463,513,22,2,1,2004-02-04,2004-02-04,0.0,0,2004,2
464,514,40,2,1,2004-02-05,2004-02-05,0.0,0,2004,2
465,516,22,2,1,2004-02-05,2004-02-05,0.0,0,2004,2
466,517,2,2,1,2004-02-05,2004-02-05,0.0,0,2004,2
467,518,64,2,1,2004-02-05,2004-02-05,28.0,0,2004,2
468,519,1,2,1,2004-02-05,2004-02-05,0.0,0,2004,2
469,520,36,7,1,2004-02-05,2004-02-05,0.0,0,2004,2
470,521,19,2,1,2004-02-05,2004-02-05,0.0,0,2004,2
471,522,2,2,1,2004-02-06,2004-02-06,0.0,0,2004,2
472,523,17,2,1,2004-02-06,2004-02-06,0.0,0,2004,2
473,524,5,2,1,2004-02-06,2004-02-06,0.0,0,2004,2
474,526,4,2,1,2004-02-07,2004-02-07,0.0,0,2004,2
475,527,40,7,1,2004-02-07,2004-02-07,0.0,0,2004,2
476,532,37,2,1,2004-02-07,2004-02-07,0.0,0,2004,2
477,533,21,2,1,2004-02-09,2004-02-09,0.0,0,2004,2
478,534,40,2,1,2004-02-09,2004-02-09,0.0,0,2004,2
479,535,22,2,1,2004-02-09,2004-02-09,0.0,0,2004,2
480,536,4,2,1,2004-02-09,2004-02-09,0.0,0,2004,2
481,538,18,2,1,2004-02-09,2004-02-09,0.0,0,2004,2
482,539,23,2,1,2004-02-10,2004-02-10,0.0,0,2004,2
483,540,13,2,1,2004-02-10,2004-02-10,28.0,0,2004,2
484,541,2,2,1,2004-02-10,2004-02-10,0.0,0,2004,2
485,542,5,2,1,2004-02-10,2004-02-10,0.0,0,2004,2
486,543,22,7,1,2004-02-10,2004-02-10,0.0,0,2004,2
487,544,22,2,1,2004-02-11,2004-02-11,0.0,0,2004,2
488,546,40,2,1,2004-02-12,2004-02-12,0.0,0,2004,2
489,547,21,2,1,2004-02-12,2004-02-12,0.0,0,2004,2
490,549,24,7,1,2004-02-12,2004-02-12,28.0,0,2004,2
491,550,18,2,1,2004-02-12,2004-02-12,0.0,0,2004,2
492,552,4,2,1,2004-02-13,2004-02-13,0.0,0,2004,2
493,553,7,2,1,2004-02-13,2004-02-13,0.0,0,2004,2
494,555,22,2,1,2004-02-16,2004-02-16,0.0,0,2004,2
495,557,3,2,1,2004-02-16,2004-02-16,0.0,0,2004,2
496,558,67,2,1,2004-02-16,2004-02-16,0.0,0,2004,2
497,559,36,2,1,2004-02-16,2004-02-16,0.0,0,2004,2
498,560,35,7,1,2004-02-16,2004-02-16,0.0,0,2004,2
499,562,5,7,1,2004-02-16,2004-02-16,0.0,0,2004,2
500,563,40,2,1,2004-02-16,2004-02-16,0.0,0,2004,2
501,564,4,2,1,2004-02-16,2004-02-16,0.0,0,2004,2
502,565,3,2,1,2004-02-14,2004-02-14,0.0,0,2004,2
503,566,2,2,1,2004-02-14,2004-02-14,0.0,0,2004,2
504,567,2,2,1,2004-02-14,2004-02-14,0.0,0,2004,2
505,568,68,2,1,2004-02-16,2004-02-16,0.0,0,2004,2
506,569,45,2,1,2004-02-16,2004-02-16,0.0,0,2004,2
507,570,69,2,1,2004-02-17,2004-02-17,28.02,0,2004,2
508,571,2,2,1,2004-02-18,2004-02-18,0.0,0,2004,2
509,572,6,2,1,2004-02-18,2004-02-18,0.0,0,2004,2
510,573,40,7,1,2004-02-19,2004-02-19,0.0,0,2004,2
511,574,13,6,1,2004-02-19,2004-02-19,56.14,0,2004,2
512,575,5,2,1,2004-02-20,2004-02-20,0.0,0,2004,2
513,576,18,2,1,2004-02-20,2004-02-20,0.0,0,2004,2
514,577,24,2,1,2004-02-20,2004-02-20,28.02,0,2004,2
515,578,7,6,1,2004-02-21,2004-02-21,0.0,0,2004,2
516,582,67,2,1,2004-02-23,2004-02-23,0.0,0,2004,2
517,583,40,7,1,2004-02-24,2004-02-24,0.0,0,2004,2
518,585,13,2,1,2004-02-24,2004-02-24,0.0,0,2004,2
519,586,60,2,1,2004-03-01,2004-03-01,28.5,0,2004,3
520,587,2,2,1,2004-02-24,2004-02-24,0.0,0,2004,2
521,588,5,2,1,2004-02-24,2004-02-24,0.0,0,2004,2
522,589,18,2,1,2004-02-24,2004-02-24,0.0,0,2004,2
523,590,67,6,1,2004-02-24,2004-02-24,0.0,0,2004,2
524,591,57,6,1,2004-02-25,2004-02-25,0.0,0,2004,2
525,592,21,6,1,2004-02-25,2004-02-25,0.0,0,2004,2
526,594,5,6,1,2004-02-25,2004-02-25,0.0,0,2004,2
527,595,2,6,1,2004-03-01,2004-03-01,0.0,0,2004,3
528,597,22,6,1,2004-02-25,2004-02-25,0.0,0,2004,2
529,598,1,6,1,2004-02-25,2004-02-25,0.0,0,2004,2
530,599,4,2,1,2004-02-25,2004-02-25,0.0,0,2004,2
531,600,23,6,1,2004-02-26,2004-02-26,0.0,0,2004,2
532,601,25,6,1,2004-02-26,2004-02-26,0.0,0,2004,2
533,602,18,6,1,2004-02-26,2004-02-26,0.0,0,2004,2
534,603,42,6,1,2004-03-17,2004-03-17,28.02,0,2004,3
535,604,40,6,1,2004-02-27,2004-02-27,0.0,0,2004,2
536,605,36,6,1,2004-03-01,2004-03-01,0.0,0,2004,3
537,606,36,6,1,2004-03-01,2004-03-01,0.0,0,2004,3
538,607,7,6,1,2004-02-28,2004-02-28,0.0,0,2004,2
539,608,41,6,1,2004-03-01,2004-03-01,0.0,0,2004,3
540,609,5,6,1,2004-02-28,2004-02-28,0.0,0,2004,2
541,610,71,6,1,2004-03-02,2004-03-02,0.0,0,2004,3
542,611,22,2,1,2004-03-01,2004-03-01,0.0,0,2004,3
543,612,5,2,1,2004-03-01,2004-03-01,0.0,0,2004,3
544,613,72,2,1,2004-03-01,2004-03-01,0.0,0,2004,3
545,614,18,2,1,2004-03-01,2004-03-01,0.0,0,2004,3
546,615,66,2,1,2004-02-28,2004-02-28,0.0,0,2004,2
547,616,6,6,1,2004-03-02,2004-03-02,0.0,0,2004,3
548,617,73,6,1,2004-03-02,2004-03-02,0.0,0,2004,3
549,618,35,6,1,2004-03-02,2004-03-02,0.0,0,2004,3
550,619,3,6,1,2004-03-02,2004-03-02,0.0,0,2004,3
551,620,71,6,1,2004-03-02,2004-03-02,0.0,0,2004,3
552,621,67,6,1,2004-03-02,2004-03-02,0.0,0,2004,3
553,622,18,6,1,2004-03-02,2004-03-02,0.0,0,2004,3
554,623,2,6,1,2004-03-02,2004-03-02,28.0,0,2004,3
555,624,5,6,1,2004-03-03,2004-03-03,0.0,0,2004,3
556,627,74,6,1,2004-03-03,2004-03-03,0.0,0,2004,3
557,628,33,6,1,2004-03-04,2004-03-04,0.0,0,2004,3
558,630,40,6,1,2004-03-04,2004-03-04,0.0,0,2004,3
559,631,4,6,1,2004-03-04,2004-03-04,0.0,0,2004,3
560,632,32,6,1,2004-03-04,2004-03-04,0.0,0,2004,3
561,633,34,6,1,2004-03-04,2004-03-04,0.0,0,2004,3
562,634,40,6,1,2004-03-05,2004-03-05,0.0,0,2004,3
563,635,5,6,1,2004-03-05,2004-03-05,0.0,0,2004,3
564,636,36,6,1,2004-03-05,2004-03-05,0.0,0,2004,3
565,637,18,2,1,2004-03-06,2004-03-06,0.0,0,2004,3
566,639,66,2,1,2004-03-06,2004-03-06,0.0,0,2004,3
567,640,40,6,1,2004-03-09,2004-03-09,0.0,0,2004,3
568,641,21,6,1,2004-03-09,2004-03-09,0.0,0,2004,3
569,642,2,6,1,2004-03-10,2004-03-10,0.0,0,2004,3
570,643,24,6,1,2004-03-10,2004-03-10,28.0,0,2004,3
571,646,66,2,1,2004-03-10,2004-03-10,0.0,0,2004,3
572,647,17,6,1,2004-03-11,2004-03-11,0.0,0,2004,3
573,650,5,6,1,2004-03-11,2004-03-11,0.0,0,2004,3
574,651,7,6,1,2004-03-11,2004-03-11,0.0,0,2004,3
575,652,40,6,1,2004-03-12,2004-03-12,0.0,0,2004,3
576,653,45,6,1,2004-03-12,2004-03-12,0.0,0,2004,3
577,654,78,6,1,2004-03-12,2004-03-12,0.0,0,2004,3
578,655,21,6,1,2004-03-13,2004-03-13,0.0,0,2004,3
579,656,79,6,1,2004-03-13,2004-03-13,0.0,0,2004,3
580,657,7,6,1,2004-03-13,2004-03-13,0.0,0,2004,3
581,658,22,6,1,2004-03-15,2004-03-15,0.0,0,2004,3
582,659,18,2,1,2004-03-15,2004-03-15,0.0,0,2004,3
583,660,13,2,1,2004-03-15,2004-03-15,0.0,0,2004,3
584,661,5,6,1,2004-03-16,2004-03-16,0.0,0,2004,3
585,662,21,6,1,2004-03-17,2004-03-17,0.0,0,2004,3
586,664,5,6,1,2004-03-17,2004-03-17,0.0,0,2004,3
587,665,2,6,1,2004-03-17,2004-03-17,0.0,0,2004,3
588,666,3,6,1,2004-03-17,2004-03-17,0.0,0,2004,3
589,667,18,6,1,2004-03-17,2004-03-17,0.0,0,2004,3
590,668,2,2,1,2004-04-01,2004-04-01,0.0,0,2004,4
591,669,5,6,1,2004-03-18,2004-03-18,0.0,0,2004,3
592,670,6,6,1,2004-03-19,2004-03-19,0.0,0,2004,3
593,671,81,6,1,2004-03-19,2004-03-19,0.0,0,2004,3
594,672,5,6,1,2004-03-19,2004-03-19,0.0,0,2004,3
595,673,22,6,1,2004-03-19,2004-03-19,0.0,0,2004,3
596,674,82,8,1,2004-03-22,2004-03-22,0.0,0,2004,3
597,675,21,6,1,2004-03-22,2004-03-22,0.0,0,2004,3
598,676,22,6,1,2004-03-22,2004-03-22,0.0,0,2004,3
599,677,18,6,1,2004-03-22,2004-03-22,0.0,0,2004,3
600,678,54,6,1,2004-03-30,2004-03-30,0.0,0,2004,3
601,679,17,6,1,2004-03-23,2004-03-23,0.0,0,2004,3
602,680,5,6,1,2004-03-23,2004-03-23,0.0,0,2004,3
603,681,40,6,1,2004-03-24,2004-03-24,0.0,0,2004,3
604,682,26,6,1,2004-03-24,2004-03-24,0.0,0,2004,3
605,683,18,6,1,2004-03-24,2004-03-24,0.0,0,2004,3
606,685,50,2,1,2004-03-24,2004-03-24,0.0,0,2004,3
607,686,6,6,1,2004-03-25,2004-03-25,0.0,0,2004,3
608,687,1,6,1,2004-03-26,2004-03-26,0.0,0,2004,3
609,688,64,6,1,2004-04-01,2004-04-01,28.0,0,2004,4
610,689,22,2,1,2004-03-29,2004-03-29,0.0,0,2004,3
611,690,2,6,1,2004-03-29,2004-03-29,0.0,0,2004,3
612,691,14,6,1,2004-03-29,2004-03-29,0.0,0,2004,3
613,693,22,6,1,2004-03-29,2004-03-29,0.0,0,2004,3
614,694,19,6,1,2004-04-01,2004-04-01,0.0,0,2004,4
615,695,66,2,1,2004-03-30,2004-03-30,0.0,0,2004,3
616,696,35,6,1,2004-04-01,2004-04-01,0.0,0,2004,4
617,697,18,6,1,2004-03-30,2004-03-30,0.0,0,2004,3
618,698,83,6,1,2004-04-01,2004-04-01,28.0,0,2004,4
619,699,6,6,1,2004-04-01,2004-04-01,0.0,0,2004,4
620,700,5,2,1,2004-04-02,2004-04-02,0.0,0,2004,4
621,701,7,6,1,2004-04-02,2004-04-02,0.0,0,2004,4
622,702,22,6,1,2004-04-05,2004-04-05,0.0,0,2004,4
623,703,21,6,1,2004-04-05,2004-04-05,0.0,0,2004,4
624,704,2,6,1,2004-04-05,2004-04-05,0.0,0,2004,4
625,705,67,6,1,2004-04-05,2004-04-05,0.0,0,2004,4
626,706,23,6,1,2004-04-06,2004-04-06,0.0,0,2004,4
627,707,40,6,1,2004-04-06,2004-04-06,0.0,0,2004,4
628,708,25,6,1,2004-04-07,2004-04-07,0.0,0,2004,4
629,709,41,6,1,2004-04-08,2004-04-08,0.0,0,2004,4
630,710,8,6,1,2004-04-09,2004-04-09,0.0,0,2004,4
631,711,5,6,1,2004-04-10,2004-04-10,0.0,0,2004,4
632,712,18,6,1,2004-04-10,2004-04-10,0.0,0,2004,4
633,713,21,6,1,2004-04-12,2004-04-12,0.0,0,2004,4
634,714,22,6,1,2004-04-13,2004-04-13,0.0,0,2004,4
635,715,34,6,1,2004-04-13,2004-04-13,0.0,0,2004,4
636,716,22,6,1,2004-04-14,2004-04-14,0.0,0,2004,4
637,717,13,6,1,2004-04-14,2004-04-14,28.0,0,2004,4
638,718,22,6,1,2004-04-15,2004-04-15,0.0,0,2004,4
639,719,25,6,1,2004-04-15,2004-04-15,0.0,0,2004,4
640,720,2,6,1,2004-04-15,2004-04-15,0.0,0,2004,4
641,721,84,2,1,2004-04-15,2004-04-15,0.0,0,2004,4
642,722,84,2,1,2004-04-15,2004-04-15,0.0,0,2004,4
643,723,63,6,1,2004-04-15,2004-04-15,0.0,0,2004,4
644,724,22,6,1,2004-04-16,2004-04-16,0.0,0,2004,4
645,726,32,6,1,2004-04-16,2004-04-16,0.0,0,2004,4
646,727,7,6,1,2004-04-17,2004-04-17,0.0,0,2004,4
647,728,22,6,1,2004-04-19,2004-04-19,0.0,0,2004,4
648,729,21,6,1,2004-04-19,2004-04-19,0.0,0,2004,4
649,730,7,6,1,2004-04-19,2004-04-19,0.0,0,2004,4
650,731,2,6,1,2004-04-19,2004-04-19,0.0,0,2004,4
651,732,22,6,1,2004-04-20,2004-04-20,0.0,0,2004,4
652,733,82,6,1,2004-04-21,2004-04-21,0.0,0,2004,4
653,734,22,6,3,2004-04-21,2004-04-21,0.0,0,2004,4
654,735,2,6,1,2004-04-22,2004-04-22,0.0,0,2004,4
655,736,18,6,1,2004-04-22,2004-04-22,0.0,0,2004,4
656,737,40,6,1,2004-04-23,2004-04-23,0.0,0,2004,4
657,738,21,6,1,2004-04-23,2004-04-23,0.0,0,2004,4
658,739,32,2,1,2004-04-23,2004-04-23,0.0,0,2004,4
659,740,6,6,1,2004-04-23,2004-04-23,0.0,0,2004,4
660,741,18,6,1,2004-04-23,2004-04-23,0.0,0,2004,4
661,742,19,6,1,2004-04-24,2004-04-24,0.0,0,2004,4
662,743,22,6,1,2004-04-24,2004-04-24,0.0,0,2004,4
663,744,18,6,1,2004-04-24,2004-04-24,0.0,0,2004,4
664,745,82,6,1,2004-04-26,2004-04-26,0.0,0,2004,4
665,746,79,6,1,2004-04-26,2004-04-26,0.0,0,2004,4
666,747,60,6,1,2004-04-26,2004-04-26,2.0,0,2004,4
667,748,2,6,1,2004-04-26,2004-04-26,0.0,0,2004,4
668,749,21,6,1,2004-04-26,2004-04-26,0.0,0,2004,4
669,750,5,6,1,2004-04-26,2004-04-26,0.0,0,2004,4
670,751,85,6,1,2004-04-27,2004-04-27,0.0,0,2004,4
671,752,86,6,1,2004-04-27,2004-04-27,28.0,0,2004,4
672,753,64,6,1,2004-04-28,2004-04-28,28.0,0,2004,4
673,754,40,6,1,2004-04-28,2004-04-28,0.0,0,2004,4
674,755,76,6,1,2004-07-01,2004-07-01,0.0,0,2004,7
675,756,71,6,1,2004-04-29,2004-04-29,0.0,0,2004,4
676,757,7,2,1,2004-04-29,2004-04-29,0.0,0,2004,4
677,766,7,6,1,2004-04-30,2004-04-30,0.0,0,2004,4
678,767,63,6,1,2004-05-17,2004-05-17,0.0,0,2004,5
679,768,87,6,1,2004-05-20,2004-05-20,0.0,0,2004,5
680,769,2,6,1,2004-05-06,2004-05-06,0.0,0,2004,5
681,770,32,6,1,2004-05-06,2004-05-06,0.0,0,2004,5
682,771,84,6,1,2004-05-06,2004-05-06,0.0,0,2004,5
683,772,18,6,1,2004-05-06,2004-05-06,0.0,0,2004,5
684,773,13,6,1,2004-05-07,2004-05-07,28.0,0,2004,5
685,774,21,6,1,2004-05-07,2004-05-07,0.0,0,2004,5
686,775,88,6,1,2004-05-07,2004-05-07,0.0,0,2004,5
687,776,67,2,1,2004-05-07,2004-05-07,0.0,0,2004,5
688,777,89,6,1,2004-05-13,2004-05-13,0.0,0,2004,5
689,778,7,6,1,2004-05-08,2004-05-08,0.0,0,2004,5
690,779,90,6,1,2004-05-11,2004-05-11,28.0,0,2004,5
691,780,5,6,1,2004-05-11,2004-05-11,0.0,0,2004,5
692,781,45,6,1,2004-05-12,2004-05-12,0.0,0,2004,5
693,782,71,6,1,2004-05-12,2004-05-12,0.0,0,2004,5
694,783,18,6,1,2004-05-12,2004-05-12,0.0,0,2004,5
695,784,21,2,1,2004-05-13,2004-05-13,0.0,0,2004,5
696,785,2,2,1,2004-05-13,2004-05-13,0.0,0,2004,5
697,786,5,6,1,2004-05-14,2004-05-14,0.0,0,2004,5
698,787,1,6,1,2004-05-14,2004-05-14,0.0,0,2004,5
699,788,7,6,1,2004-05-14,2004-05-14,0.0,0,2004,5
700,789,35,6,1,2004-05-18,2004-05-18,0.0,0,2004,5
701,790,40,6,1,2004-05-17,2004-05-17,0.0,0,2004,5
702,792,23,6,1,2004-05-17,2004-05-17,0.0,0,2004,5
703,794,64,6,1,2004-05-17,2004-05-17,28.0,0,2004,5
704,795,89,6,1,2004-05-18,2004-05-18,0.0,0,2004,5
705,796,17,6,1,2004-05-18,2004-05-18,0.0,0,2004,5
706,797,18,6,1,2004-05-18,2004-05-18,0.0,0,2004,5
707,798,91,6,1,2004-05-19,2004-05-19,28.0,0,2004,5
708,799,92,6,1,2004-05-19,2004-05-19,28.0,0,2004,5
709,800,93,6,1,2004-05-20,2004-05-20,0.0,0,2004,5
710,801,84,6,1,2004-05-20,2004-05-20,0.0,0,2004,5
711,804,95,6,1,2004-05-20,2004-05-20,0.0,0,2004,5
712,805,67,6,1,2004-05-20,2004-05-20,0.0,0,2004,5
713,807,5,6,1,2004-05-20,2004-05-20,28.0,0,2004,5
714,808,96,6,1,2004-05-21,2004-05-21,28.39,0,2004,5
715,809,97,6,1,2004-05-21,2004-05-21,0.0,0,2004,5
716,810,98,6,1,2004-05-22,2004-05-22,27.3,0,2004,5
717,811,21,6,1,2004-05-22,2004-05-22,0.0,0,2004,5
718,812,22,6,1,2004-05-24,2004-05-24,0.0,0,2004,5
719,813,40,6,1,2004-05-24,2004-05-24,0.0,0,2004,5
720,814,90,6,1,2004-05-24,2004-05-24,28.0,0,2004,5
721,815,25,6,1,2004-05-24,2004-05-24,0.0,0,2004,5
722,817,99,6,1,2004-05-24,2004-05-24,0.0,0,2004,5
723,818,2,6,1,2004-05-25,2004-05-25,0.0,0,2004,5
724,819,13,6,1,2004-05-25,2004-05-25,28.0,0,2004,5
725,820,35,6,1,2004-05-25,2004-05-25,0.0,0,2004,5
726,821,18,6,1,2004-05-25,2004-05-25,0.0,0,2004,5
727,822,34,6,1,2004-05-25,2004-05-25,0.0,0,2004,5
728,823,100,6,1,2004-05-25,2004-05-25,0.0,0,2004,5
729,824,89,6,1,2004-05-26,2004-05-26,0.0,0,2004,5
730,825,101,6,1,2004-06-01,2004-06-01,28.0,0,2004,6
731,826,67,6,1,2004-05-26,2004-05-26,0.0,0,2004,5
732,827,102,6,1,2004-05-26,2004-05-26,0.0,0,2004,5
733,828,74,6,1,2004-06-01,2004-06-01,0.0,0,2004,6
734,829,81,6,1,2004-06-01,2004-06-01,0.0,0,2004,6
735,830,103,6,1,2004-06-01,2004-06-01,28.0,0,2004,6
736,831,104,6,1,2004-05-27,2004-05-27,0.0,0,2004,5
737,832,94,6,1,2004-05-27,2004-05-27,0.0,0,2004,5
738,833,6,6,1,2004-05-28,2004-05-28,0.0,0,2004,5
739,834,41,6,1,2004-06-01,2004-06-01,0.0,0,2004,6
740,835,7,6,1,2004-05-29,2004-05-29,0.0,0,2004,5
741,836,94,6,1,2004-05-29,2004-05-29,0.0,0,2004,5
742,837,3,6,1,2004-05-31,2004-05-31,0.0,0,2004,5
743,838,87,6,1,2004-06-01,2004-06-01,0.0,0,2004,6
744,839,5,6,1,2004-05-31,2004-05-31,0.0,0,2004,5
746,841,22,6,1,2004-06-01,2004-06-01,0.0,0,2004,6
747,842,7,6,1,2004-06-01,2004-06-01,0.0,0,2004,6
748,843,86,6,1,2004-06-02,2004-06-02,28.0,0,2004,6
749,844,19,6,1,2004-06-02,2004-06-02,0.0,0,2004,6
750,845,1,6,1,2004-06-02,2004-06-02,0.0,0,2004,6
751,846,91,6,1,2004-06-03,2004-06-03,28.0,0,2004,6
752,847,21,6,1,2004-06-03,2004-06-03,0.0,0,2004,6
753,848,19,6,1,2004-06-03,2004-06-03,0.0,0,2004,6
754,849,97,6,1,2004-06-03,2004-06-03,0.0,0,2004,6
755,850,7,6,1,2004-06-03,2004-06-03,0.0,0,2004,6
756,851,79,6,1,2004-06-07,2004-06-07,0.0,0,2004,6
757,852,89,6,1,2004-06-07,2004-06-07,0.0,0,2004,6
758,853,22,6,1,2004-06-07,2004-06-07,0.0,0,2004,6
759,854,2,6,1,2004-06-07,2004-06-07,0.0,0,2004,6
760,855,13,6,1,2004-06-07,2004-06-07,28.0,0,2004,6
761,856,18,6,1,2004-06-07,2004-06-07,0.0,0,2004,6
762,857,8,6,1,2004-06-08,2004-06-08,0.0,0,2004,6
763,858,99,6,1,2004-06-08,2004-06-08,28.0,0,2004,6
764,859,18,6,1,2004-06-08,2004-06-08,0.0,0,2004,6
765,860,105,6,1,2004-06-09,2004-06-09,0.0,0,2004,6
766,861,106,6,1,2004-06-09,2004-06-09,0.0,0,2004,6
767,862,67,6,1,2004-06-09,2004-06-09,0.0,0,2004,6
768,863,107,6,1,2004-06-09,2004-06-09,0.0,0,2004,6
769,865,5,6,1,2004-06-09,2004-06-09,0.0,0,2004,6
770,866,32,6,1,2004-06-09,2004-06-09,0.0,0,2004,6
771,867,42,6,1,2004-06-09,2004-06-09,28.0,0,2004,6
772,868,102,6,1,2004-06-10,2004-06-10,0.0,0,2004,6
773,869,24,6,1,2004-06-10,2004-06-10,0.0,0,2004,6
774,870,108,6,1,2004-06-10,2004-06-10,28.0,0,2004,6
775,872,21,6,1,2004-06-11,2004-06-11,0.0,0,2004,6
776,873,84,6,1,2004-06-11,2004-06-11,0.0,0,2004,6
777,874,35,6,1,2004-06-11,2004-06-11,28.0,0,2004,6
778,875,22,6,1,2004-06-12,2004-06-12,0.0,0,2004,6
779,876,18,6,1,2004-06-15,2004-06-14,0.0,-1,2004,6
780,877,89,6,1,2004-06-15,2004-06-15,0.0,0,2004,6
781,878,68,6,1,2004-06-15,2004-06-15,0.0,0,2004,6
782,879,3,6,1,2004-06-15,2004-06-15,0.0,0,2004,6
783,880,22,6,1,2004-06-15,2004-06-15,0.0,0,2004,6
784,881,2,6,1,2004-06-15,2004-06-15,0.0,0,2004,6
785,882,82,6,1,2004-06-15,2004-06-15,0.0,0,2004,6
786,883,87,6,1,2004-07-01,2004-07-01,0.0,0,2004,7
787,884,60,6,1,2004-06-15,2004-06-15,0.0,0,2004,6
788,885,109,6,1,2004-06-17,2004-06-17,0.0,0,2004,6
789,886,22,6,1,2004-06-16,2004-06-16,0.0,0,2004,6
790,887,23,6,1,2004-06-16,2004-06-16,0.0,0,2004,6
791,888,54,6,1,2004-07-06,2004-07-06,28.0,0,2004,7
792,889,21,6,1,2004-06-17,2004-06-17,0.0,0,2004,6
793,890,5,6,1,2004-06-17,2004-06-17,0.0,0,2004,6
794,891,40,6,1,2004-06-18,2004-06-18,0.0,0,2004,6
