,ProductID,Classification,DemandClass,QuantitySold,OrderDate
31574,1122,A,High demand,5,2005-03-01
31575,1122,A,High demand,1,2005-02-03
31576,1122,A,High demand,1,2005-02-03
31577,1122,A,High demand,5,2005-02-09
31578,1122,A,High demand,3,2005-02-09
31579,1122,A,High demand,9,2005-02-11
31580,1122,A,High demand,10,2005-05-11
31581,1122,A,High demand,40,2005-05-12
31582,1122,A,High demand,10,2005-05-13
31583,1122,A,High demand,3,2005-05-14
31584,1122,A,High demand,10,2005-05-16
31585,1122,A,High demand,10,2005-05-19
31586,1122,A,High demand,10,2005-05-27
31587,1122,A,High demand,2,2005-05-30
31588,1122,A,High demand,3,2005-06-01
31589,1122,A,High demand,12,2005-05-26
31590,1122,A,High demand,10,2005-07-01
31591,1122,A,High demand,1,2005-07-01
31592,1122,A,High demand,5,2005-06-29
31593,1122,A,High demand,10,2005-07-01
31594,1122,A,High demand,4,2005-07-01
31595,1122,A,High demand,15,2005-07-29
31596,1122,A,High demand,3,2005-08-01
31597,1122,A,High demand,3,2005-08-04
31598,1122,A,High demand,10,2005-08-05
31599,1122,A,High demand,5,2005-08-09
31600,1122,A,High demand,15,2005-08-10
31601,1122,A,High demand,9,2005-08-11
31602,1122,A,High demand,1,2005-09-02
31603,1122,A,High demand,20,2005-09-02
31604,1122,A,High demand,10,2005-09-05
31605,1122,A,High demand,10,2005-09-21
31606,1122,A,High demand,3,2005-09-24
31607,1122,A,High demand,5,2005-09-30
31608,1122,A,High demand,10,2005-10-03
31609,1122,A,High demand,4,2005-10-07
31610,1122,A,High demand,3,2005-10-21
31611,1122,A,High demand,10,2005-10-26
31612,1122,A,High demand,3,2005-11-01
31613,1122,A,High demand,4,2005-11-03
31614,1122,A,High demand,1,2005-11-07
31615,1122,A,High demand,10,2005-11-11
31616,1122,A,High demand,1,2005-12-06
31617,1122,A,High demand,5,2005-12-19
31618,1122,A,High demand,1,2006-01-11
31619,1122,A,High demand,2,2006-01-16
31620,1122,A,High demand,5,2006-01-17
31621,1122,A,High demand,3,2006-01-20
31622,1122,A,High demand,5,2006-01-21
31623,1122,A,High demand,2,2006-01-21
31624,1122,A,High demand,5,2006-01-23
31625,1122,A,High demand,6,2006-02-03
31626,1122,A,High demand,2,2006-02-09
31627,1122,A,High demand,1,2006-02-09
31628,1122,A,High demand,8,2006-02-09
31629,1122,A,High demand,1,2006-03-16
31630,1122,A,High demand,5,2006-03-17
31631,1122,A,High demand,4,2006-03-18
31632,1122,A,High demand,5,2006-03-18
31633,1122,A,High demand,1,2006-03-24
31634,1122,A,High demand,4,2006-03-24
31635,1122,A,High demand,10,2006-03-25
31636,860,A,High demand,50,2003-08-15
31637,860,A,High demand,59,2003-08-15
31638,860,A,High demand,10,2003-08-16
31639,860,A,High demand,10,2003-08-29
31640,860,A,High demand,1,2003-11-05
31641,860,A,High demand,10,2003-11-19
31642,860,A,High demand,5,2003-12-08
31643,860,A,High demand,3,2004-01-20
31644,860,A,High demand,1,2004-02-05
31645,860,A,High demand,5,2004-02-07
31646,860,A,High demand,10,2004-02-13
31647,860,A,High demand,10,2004-02-14
31648,860,A,High demand,3,2004-02-17
31649,860,A,High demand,3,2004-03-01
31650,860,A,High demand,10,2004-03-01
31651,860,A,High demand,1,2004-02-25
31652,860,A,High demand,5,2004-03-01
31653,860,A,High demand,10,2004-03-02
31654,860,A,High demand,10,2004-03-10
31655,860,A,High demand,10,2004-03-16
31656,860,A,High demand,5,2004-03-16
31657,860,A,High demand,1,2004-04-01
31658,860,A,High demand,3,2004-04-01
31659,860,A,High demand,1,2004-04-01
31660,860,A,High demand,5,2004-04-08
31661,860,A,High demand,5,2004-05-14
31662,860,A,High demand,3,2004-05-18
31663,860,A,High demand,20,2004-05-28
31664,860,A,High demand,2,2004-06-01
31665,860,A,High demand,5,2004-06-02
31666,860,A,High demand,10,2004-06-03
31667,860,A,High demand,10,2004-06-07
31668,860,A,High demand,5,2004-06-09
31669,860,A,High demand,3,2004-06-10
31670,860,A,High demand,10,2004-06-15
31671,860,A,High demand,10,2004-06-17
31672,860,A,High demand,10,2004-06-19
31673,860,A,High demand,30,2004-07-06
31674,860,A,High demand,4,2004-07-12
31675,860,A,High demand,10,2004-07-14
31676,860,A,High demand,5,2004-07-20
31677,860,A,High demand,6,2004-07-20
31678,860,A,High demand,5,2004-07-21
31679,860,A,High demand,10,2004-07-23
31680,860,A,High demand,10,2004-07-26
31681,860,A,High demand,5,2004-07-27
31682,860,A,High demand,1,2004-09-01
31683,860,A,High demand,3,2004-09-06
31684,860,A,High demand,1,2004-09-15
31685,860,A,High demand,5,2004-10-11
31686,860,A,High demand,40,2004-10-18
31687,860,A,High demand,1,2004-11-01
31688,860,A,High demand,1,2004-11-02
31689,860,A,High demand,1,2004-11-16
31690,860,A,High demand,5,2004-12-15
31691,860,A,High demand,5,2004-12-25
31692,860,A,High demand,1,2005-01-12
31693,860,A,High demand,10,2005-01-17
31694,860,A,High demand,1,2005-01-19
31695,860,A,High demand,10,2005-01-22
31696,860,A,High demand,20,2005-01-24
31697,860,A,High demand,5,2005-01-25
31698,860,A,High demand,2,2005-01-26
31699,860,A,High demand,10,2005-01-27
31700,860,A,High demand,10,2005-01-28
31701,860,A,High demand,20,2005-02-01
31702,860,A,High demand,5,2005-02-02
31703,860,A,High demand,1,2005-02-03
31704,860,A,High demand,1,2005-02-11
31705,860,A,High demand,1,2005-02-17
31706,860,A,High demand,1,2005-12-13
31707,860,A,High demand,8,2005-12-16
31708,860,A,High demand,10,2005-12-19
31709,860,A,High demand,1,2006-01-12
31710,860,A,High demand,10,2006-01-17
31711,860,A,High demand,3,2006-01-21
31712,860,A,High demand,1,2006-02-02
31713,860,A,High demand,3,2006-02-03
31714,860,A,High demand,1,2006-02-07
31715,860,A,High demand,1,2006-02-07
31716,860,A,High demand,2,2006-02-17
31717,860,A,High demand,6,2006-02-17
31718,860,A,High demand,15,2006-04-06
31719,860,A,High demand,30,2006-04-07
31720,860,A,High demand,5,2006-04-13
31721,860,A,High demand,5,2006-04-18
31722,692,A,High demand,20,2003-07-25
31723,692,A,High demand,10,2003-07-25
31724,692,A,High demand,20,2003-08-14
31725,692,A,High demand,20,2003-08-20
31726,692,A,High demand,50,2003-08-20
31727,692,A,High demand,10,2003-10-07
31728,692,A,High demand,2,2003-11-05
31729,692,A,High demand,1,2003-11-17
31730,692,A,High demand,20,2003-11-22
31731,692,A,High demand,1,2003-11-24
31732,692,A,High demand,1,2003-11-26
31733,692,A,High demand,40,2003-11-29
31734,692,A,High demand,1,2003-12-11
31735,692,A,High demand,10,2003-12-15
31736,692,A,High demand,2,2003-12-17
31737,692,A,High demand,5,2003-12-24
31738,692,A,High demand,5,2004-01-13
31739,692,A,High demand,30,2004-01-16
31740,692,A,High demand,10,2004-01-21
31741,692,A,High demand,10,2004-01-26
31742,692,A,High demand,10,2004-02-06
31743,692,A,High demand,10,2004-02-06
31744,692,A,High demand,25,2004-02-10
31745,692,A,High demand,20,2004-02-16
31746,692,A,High demand,7,2004-02-19
31747,692,A,High demand,20,2004-03-03
31748,692,A,High demand,10,2004-03-05
31749,692,A,High demand,10,2004-03-05
31750,692,A,High demand,10,2004-03-10
31751,692,A,High demand,10,2004-03-16
31752,692,A,High demand,10,2004-03-17
31753,692,A,High demand,10,2004-03-18
31754,692,A,High demand,10,2004-04-01
31755,692,A,High demand,30,2004-04-14
31756,692,A,High demand,3,2004-05-18
31757,692,A,High demand,10,2004-05-20
31758,692,A,High demand,10,2004-05-31
31759,692,A,High demand,3,2004-06-09
31760,692,A,High demand,3,2004-06-10
31761,692,A,High demand,1,2004-07-06
31762,692,A,High demand,3,2004-06-29
31763,692,A,High demand,15,2004-07-15
31764,692,A,High demand,20,2004-07-20
31765,692,A,High demand,10,2004-07-20
31766,692,A,High demand,10,2004-08-07
31767,692,A,High demand,1,2004-08-10
31768,692,A,High demand,5,2004-08-11
31769,692,A,High demand,5,2004-08-18
31770,692,A,High demand,20,2004-08-24
31771,692,A,High demand,10,2004-08-26
31772,692,A,High demand,9,2004-08-27
31773,692,A,High demand,20,2004-09-10
31774,692,A,High demand,3,2004-09-14
31775,692,A,High demand,10,2004-10-01
31776,692,A,High demand,3,2004-10-04
31777,692,A,High demand,10,2004-10-04
31778,692,A,High demand,35,2004-10-06
31779,692,A,High demand,10,2004-11-11
31780,692,A,High demand,20,2004-11-24
31781,692,A,High demand,10,2004-11-25
31782,692,A,High demand,10,2004-12-01
31783,692,A,High demand,10,2004-12-01
31784,692,A,High demand,5,2004-12-04
31785,692,A,High demand,5,2004-12-06
31786,692,A,High demand,10,2004-12-08
31787,692,A,High demand,7,2004-12-18
31788,692,A,High demand,20,2004-12-18
31789,692,A,High demand,7,2004-12-24
31790,692,A,High demand,13,2004-12-28
31791,692,A,High demand,10,2005-01-11
31792,692,A,High demand,5,2005-01-14
31793,692,A,High demand,3,2005-01-17
31794,692,A,High demand,14,2005-01-17
31795,692,A,High demand,2,2005-05-13
31796,692,A,High demand,10,2005-05-23
31797,692,A,High demand,4,2005-06-07
31798,692,A,High demand,5,2005-05-30
31799,692,A,High demand,2,2005-06-01
31800,692,A,High demand,5,2005-06-01
31801,692,A,High demand,1,2005-06-25
31802,692,A,High demand,6,2005-07-06
31803,692,A,High demand,10,2005-07-13
31804,692,A,High demand,1,2005-07-21
31805,692,A,High demand,1,2005-07-21
31806,692,A,High demand,10,2005-07-26
31807,692,A,High demand,10,2005-07-26
31808,692,A,High demand,8,2005-07-26
31809,692,A,High demand,10,2005-08-01
31810,692,A,High demand,10,2005-08-01
31811,692,A,High demand,2,2005-08-13
31812,692,A,High demand,2,2005-09-01
31813,692,A,High demand,20,2005-09-02
31814,692,A,High demand,20,2005-09-09
31815,692,A,High demand,10,2005-09-09
31816,692,A,High demand,10,2005-10-01
31817,692,A,High demand,10,2005-10-03
31818,692,A,High demand,2,2005-10-04
31819,692,A,High demand,7,2005-10-07
31820,692,A,High demand,1,2005-10-07
31821,692,A,High demand,5,2005-10-15
31822,692,A,High demand,10,2005-10-18
31823,692,A,High demand,10,2005-10-19
31824,692,A,High demand,1,2005-10-24
31825,692,A,High demand,10,2005-10-26
31826,692,A,High demand,1,2005-11-07
31827,692,A,High demand,1,2005-12-05
31828,692,A,High demand,20,2005-12-20
31829,692,A,High demand,20,2005-12-20
31830,692,A,High demand,2,2005-12-22
31831,692,A,High demand,5,2006-02-17
31832,692,A,High demand,10,2006-03-07
31833,692,A,High demand,1,2006-03-24
31834,692,A,High demand,3,2006-04-06
31835,2463,A,High demand,2,2005-05-17
31836,2463,A,High demand,16,2005-05-20
31837,2463,A,High demand,10,2005-05-25
31838,2463,A,High demand,12,2005-06-06
31839,2463,A,High demand,20,2005-05-26
31840,2463,A,High demand,10,2005-05-30
31841,2463,A,High demand,10,2005-05-31
31842,2463,A,High demand,2,2005-06-01
31843,2463,A,High demand,3,2005-06-01
31844,2463,A,High demand,25,2005-06-01
31845,2463,A,High demand,3,2005-06-01
31846,2463,A,High demand,2,2005-06-01
31847,2463,A,High demand,3,2005-06-23
31848,2463,A,High demand,2,2005-06-23
31849,2463,A,High demand,35,2005-07-14
31850,2463,A,High demand,3,2005-08-04
31851,2463,A,High demand,15,2005-08-05
31852,2463,A,High demand,36,2005-08-08
31853,2463,A,High demand,10,2005-08-09
31854,2463,A,High demand,10,2005-08-09
31855,2463,A,High demand,5,2005-08-09
31856,2463,A,High demand,5,2005-08-11
31857,2463,A,High demand,3,2005-08-24
31858,2463,A,High demand,3,2005-08-24
31859,2463,A,High demand,5,2005-08-26
31860,2463,A,High demand,5,2005-08-26
31861,2463,A,High demand,1,2005-08-27
31862,2463,A,High demand,1,2005-08-27
31863,2463,A,High demand,10,2005-08-27
31864,2463,A,High demand,10,2005-08-27
31865,2463,A,High demand,1,2005-09-01
31866,2463,A,High demand,1,2005-09-01
31867,2463,A,High demand,1,2005-09-01
31868,2463,A,High demand,2,2005-08-30
31869,2463,A,High demand,5,2005-08-30
31870,2463,A,High demand,5,2005-08-30
31871,2463,A,High demand,2,2005-09-01
31872,2463,A,High demand,2,2005-09-01
31873,2463,A,High demand,3,2005-09-10
31874,2463,A,High demand,3,2005-09-10
31875,2463,A,High demand,10,2005-09-16
31876,2463,A,High demand,7,2005-09-16
31877,2463,A,High demand,5,2005-09-26
31878,2463,A,High demand,10,2005-10-01
31879,2463,A,High demand,5,2005-09-30
31880,2463,A,High demand,1,2005-10-03
31881,2463,A,High demand,1,2005-10-06
31882,2463,A,High demand,1,2005-10-07
31883,2463,A,High demand,1,2005-10-13
31884,2463,A,High demand,5,2005-10-15
31885,2463,A,High demand,5,2005-10-18
31886,2463,A,High demand,1,2005-10-21
31887,2463,A,High demand,3,2005-10-21
31888,2463,A,High demand,1,2005-10-24
31889,2463,A,High demand,10,2005-11-01
31890,2463,A,High demand,1,2005-11-03
31891,2463,A,High demand,8,2005-11-03
31892,2463,A,High demand,10,2005-11-07
31893,2463,A,High demand,3,2005-11-17
31894,2463,A,High demand,1,2005-11-17
31895,2463,A,High demand,5,2005-12-01
31896,2463,A,High demand,10,2005-12-01
31897,2463,A,High demand,1,2005-12-22
31898,2463,A,High demand,1,2005-12-22
31899,2463,A,High demand,1,2005-12-22
31900,2463,A,High demand,5,2005-12-26
31901,2463,A,High demand,3,2005-12-27
31902,2463,A,High demand,3,2006-01-11
31903,2463,A,High demand,8,2006-01-17
31904,2463,A,High demand,3,2006-02-01
31905,2463,A,High demand,3,2006-01-20
31906,2463,A,High demand,10,2006-01-27
31907,2463,A,High demand,5,2006-01-30
31908,2463,A,High demand,1,2006-02-02
31909,2463,A,High demand,5,2006-02-03
31910,2463,A,High demand,6,2006-02-03
31911,2463,A,High demand,10,2006-02-07
31912,2463,A,High demand,10,2006-02-21
31913,2463,A,High demand,10,2006-02-21
31914,2463,A,High demand,2,2006-02-22
31915,2463,A,High demand,10,2006-02-26
31916,2463,A,High demand,3,2006-03-01
31917,2463,A,High demand,10,2006-03-02
31918,2463,A,High demand,40,2006-03-03
31919,2463,A,High demand,1,2006-03-16
31920,2463,A,High demand,10,2006-03-18
31921,2463,A,High demand,3,2006-03-21
31922,2463,A,High demand,1,2006-03-23
31923,2463,A,High demand,10,2006-03-24
31924,2463,A,High demand,5,2006-03-24
31925,2463,A,High demand,5,2006-03-24
31926,2463,A,High demand,2,2006-04-01
31927,2463,A,High demand,1,2006-03-30
31928,2463,A,High demand,3,2006-04-06
31929,2463,A,High demand,9,2006-04-19
31930,722,A,High demand,60,2003-08-15
31931,722,A,High demand,40,2003-10-06
31932,722,A,High demand,1,2003-11-14
31933,722,A,High demand,1,2003-11-17
31934,722,A,High demand,1,2003-11-24
31935,722,A,High demand,1,2003-11-26
31936,722,A,High demand,40,2003-11-29
31937,722,A,High demand,20,2003-12-06
31938,722,A,High demand,1,2003-12-11
31939,722,A,High demand,1,2003-12-15
31940,722,A,High demand,2,2003-12-19
31941,722,A,High demand,1,2003-12-23
31942,722,A,High demand,3,2003-12-27
31943,722,A,High demand,3,2004-01-10
31944,722,A,High demand,1,2004-01-13
31945,722,A,High demand,1,2004-01-15
31946,722,A,High demand,1,2004-01-15
31947,722,A,High demand,10,2004-01-19
31948,722,A,High demand,5,2004-01-20
31949,722,A,High demand,10,2004-01-21
31950,722,A,High demand,10,2004-01-23
31951,722,A,High demand,10,2004-01-26
31952,722,A,High demand,1,2004-01-26
31953,722,A,High demand,10,2004-02-05
31954,722,A,High demand,10,2004-02-06
31955,722,A,High demand,1,2004-02-05
31956,722,A,High demand,1,2004-02-10
31957,722,A,High demand,4,2004-02-16
31958,722,A,High demand,10,2004-02-14
31959,722,A,High demand,1,2004-03-05
31960,722,A,High demand,5,2004-04-15
31961,722,A,High demand,1,2004-04-21
31962,722,A,High demand,5,2004-05-24
31963,722,A,High demand,1,2004-06-01
31964,722,A,High demand,19,2004-06-09
31965,722,A,High demand,2,2004-06-10
31966,722,A,High demand,1,2004-06-12
31967,722,A,High demand,6,2004-06-15
31968,722,A,High demand,5,2004-07-09
31969,722,A,High demand,8,2004-07-20
31970,722,A,High demand,10,2004-07-20
31971,722,A,High demand,20,2004-08-20
31972,722,A,High demand,10,2004-08-20
31973,722,A,High demand,1,2004-08-20
31974,722,A,High demand,1,2004-08-25
31975,722,A,High demand,10,2004-09-04
31976,722,A,High demand,13,2004-09-04
31977,722,A,High demand,20,2004-10-06
31978,722,A,High demand,5,2004-10-09
31979,722,A,High demand,1,2004-10-11
31980,722,A,High demand,1,2004-10-23
31981,722,A,High demand,25,2004-11-24
31982,722,A,High demand,1,2004-12-01
31983,722,A,High demand,10,2004-12-28
31984,722,A,High demand,1,2005-01-11
31985,722,A,High demand,5,2005-01-14
31986,722,A,High demand,10,2005-01-18
31987,722,A,High demand,5,2005-01-27
31988,722,A,High demand,3,2005-01-28
31989,722,A,High demand,5,2005-01-28
31990,722,A,High demand,10,2005-02-01
31991,722,A,High demand,20,2005-03-01
31992,722,A,High demand,15,2005-02-14
31993,722,A,High demand,2,2005-02-17
31994,722,A,High demand,1,2005-02-17
31995,722,A,High demand,10,2005-02-21
31996,722,A,High demand,15,2005-02-22
31997,722,A,High demand,2,2005-03-01
31998,722,A,High demand,43,2005-03-01
31999,722,A,High demand,10,2005-06-04
32000,722,A,High demand,5,2005-06-07
32001,722,A,High demand,5,2005-06-14
32002,722,A,High demand,10,2005-06-14
32003,722,A,High demand,10,2005-07-13
32004,722,A,High demand,40,2005-07-14
32005,722,A,High demand,10,2005-07-26
32006,722,A,High demand,51,2005-07-29
32007,722,A,High demand,1,2005-08-13
32008,722,A,High demand,5,2005-10-15
32009,722,A,High demand,5,2005-12-01
32010,722,A,High demand,50,2005-12-20
32011,722,A,High demand,40,2005-12-20
32012,722,A,High demand,1,2006-01-16
32013,722,A,High demand,8,2006-01-17
32014,722,A,High demand,1,2006-02-01
32015,722,A,High demand,3,2006-03-24
32016,4,A,High demand,1,2003-08-04
32017,4,A,High demand,5,2003-08-05
32018,4,A,High demand,15,2003-08-06
32019,4,A,High demand,2,2003-08-08
32020,4,A,High demand,10,2003-08-11
32021,4,A,High demand,25,2003-08-20
32022,4,A,High demand,0,2003-08-30
32023,4,A,High demand,1,2003-09-03
32024,4,A,High demand,0,2003-09-11
32025,4,A,High demand,0,2003-10-24
32026,4,A,High demand,1,2003-10-27
32027,4,A,High demand,10,2003-11-03
32028,4,A,High demand,5,2003-11-19
32029,4,A,High demand,1,2004-01-19
32030,4,A,High demand,1,2003-12-08
32031,4,A,High demand,1,2003-12-10
32032,4,A,High demand,4,2003-12-16
32033,4,A,High demand,1,2003-12-18
32034,4,A,High demand,1,2003-12-27
32035,4,A,High demand,2,2003-12-30
32036,4,A,High demand,2,2004-01-14
32037,4,A,High demand,2,2004-01-20
32038,4,A,High demand,2,2004-01-22
32039,4,A,High demand,1,2004-01-24
32040,4,A,High demand,3,2004-02-02
32041,4,A,High demand,2,2004-01-30
32042,4,A,High demand,2,2004-01-31
32043,4,A,High demand,20,2004-02-02
32044,4,A,High demand,4,2004-02-04
32045,4,A,High demand,1,2004-02-05
32046,4,A,High demand,4,2004-02-07
32047,4,A,High demand,4,2004-02-16
32048,4,A,High demand,1,2004-02-17
32049,4,A,High demand,1,2004-03-02
32050,4,A,High demand,10,2004-03-05
32051,4,A,High demand,2,2004-03-05
32052,4,A,High demand,10,2004-03-09
32053,4,A,High demand,1,2004-04-01
32054,4,A,High demand,5,2004-04-06
32055,4,A,High demand,10,2004-05-17
32056,4,A,High demand,2,2004-05-18
32057,4,A,High demand,1,2004-05-20
32058,4,A,High demand,10,2004-06-01
32059,4,A,High demand,20,2004-06-18
32060,4,A,High demand,5,2004-06-25
32061,4,A,High demand,2,2004-07-14
32062,4,A,High demand,25,2004-07-19
32063,4,A,High demand,20,2004-07-26
32064,4,A,High demand,5,2004-07-27
32065,4,A,High demand,1,2004-08-04
32066,4,A,High demand,7,2004-08-16
32067,4,A,High demand,3,2004-09-01
32068,4,A,High demand,2,2004-09-23
32069,4,A,High demand,5,2004-10-01
32070,4,A,High demand,10,2004-10-06
32071,4,A,High demand,2,2004-10-07
32072,4,A,High demand,1,2004-10-13
32073,4,A,High demand,0,2004-11-01
32074,4,A,High demand,0,2004-10-25
32075,4,A,High demand,5,2004-11-09
32076,4,A,High demand,4,2004-11-09
32077,4,A,High demand,1,2004-11-16
32078,4,A,High demand,2,2004-11-16
32079,4,A,High demand,0,2004-11-16
32080,4,A,High demand,5,2004-12-01
32081,4,A,High demand,2,2004-12-01
32082,4,A,High demand,5,2004-12-04
32083,4,A,High demand,2,2005-01-14
32084,4,A,High demand,10,2005-01-19
32085,4,A,High demand,1,2005-02-01
32086,4,A,High demand,1,2005-01-25
32087,4,A,High demand,1,2005-02-01
32088,4,A,High demand,1,2005-02-03
32089,4,A,High demand,5,2005-02-07
32090,4,A,High demand,5,2005-02-11
32091,4,A,High demand,10,2005-02-14
32092,4,A,High demand,0,2005-02-17
32093,4,A,High demand,0,2005-02-17
32094,4,A,High demand,1,2005-02-25
32095,4,A,High demand,10,2005-03-02
32096,4,A,High demand,4,2005-03-01
32097,4,A,High demand,1,2005-03-05
32098,4,A,High demand,0,2005-03-10
32099,4,A,High demand,2,2005-03-14
32100,4,A,High demand,3,2005-03-15
32101,4,A,High demand,3,2005-04-01
32102,4,A,High demand,2,2005-03-23
32103,4,A,High demand,2,2005-06-09
32104,4,A,High demand,3,2005-06-17
32105,4,A,High demand,1,2005-06-20
32106,4,A,High demand,0,2005-06-20
32107,4,A,High demand,1,2005-06-21
32108,4,A,High demand,5,2005-07-01
32109,4,A,High demand,5,2005-07-04
32110,4,A,High demand,3,2005-07-15
32111,4,A,High demand,0,2005-07-22
32112,4,A,High demand,2,2005-08-01
32113,4,A,High demand,0,2005-08-01
32114,4,A,High demand,7,2005-08-01
32115,4,A,High demand,10,2005-08-01
32116,4,A,High demand,5,2005-09-15
32117,4,A,High demand,2,2005-09-16
32118,4,A,High demand,0,2005-09-19
32119,4,A,High demand,4,2005-10-01
32120,4,A,High demand,1,2005-10-05
32121,4,A,High demand,1,2005-10-07
32122,4,A,High demand,5,2005-10-14
32123,4,A,High demand,15,2005-10-15
32124,4,A,High demand,2,2005-11-03
32125,4,A,High demand,1,2005-11-07
32126,4,A,High demand,1,2005-11-14
32127,4,A,High demand,0,2005-12-01
32128,4,A,High demand,1,2005-11-24
32129,4,A,High demand,5,2006-01-10
32130,4,A,High demand,5,2006-01-13
32131,4,A,High demand,2,2006-01-16
32132,4,A,High demand,5,2006-01-17
32133,4,A,High demand,2,2006-02-01
32134,4,A,High demand,1,2006-01-19
32135,4,A,High demand,2,2006-01-30
32136,4,A,High demand,0,2006-02-03
32137,4,A,High demand,8,2006-02-09
32138,4,A,High demand,3,2006-02-21
32139,4,A,High demand,3,2006-03-01
32140,4,A,High demand,1,2006-03-17
32141,4,A,High demand,5,2006-03-18
32142,4,A,High demand,1,2006-03-22
32143,4,A,High demand,5,2006-03-29
32144,4,A,High demand,1,2006-03-30
32145,4,A,High demand,3,2006-04-04
32146,4,A,High demand,1,2006-04-06
32147,4,A,High demand,1,2006-04-10
32148,978,A,High demand,6,2003-07-14
32149,978,A,High demand,20,2003-07-15
32150,978,A,High demand,20,2003-07-25
32151,978,A,High demand,14,2003-07-28
32152,978,A,High demand,10,2004-02-24
32153,978,A,High demand,5,2004-03-01
32154,978,A,High demand,10,2004-03-02
32155,978,A,High demand,5,2004-03-01
32156,978,A,High demand,5,2004-03-10
32157,978,A,High demand,5,2004-04-01
32158,978,A,High demand,4,2004-06-09
32159,978,A,High demand,10,2004-06-09
32160,978,A,High demand,6,2004-06-09
32161,978,A,High demand,10,2004-06-09
32162,978,A,High demand,10,2004-06-01
32163,978,A,High demand,3,2004-06-10
32164,978,A,High demand,10,2004-06-11
32165,978,A,High demand,3,2004-06-15
32166,978,A,High demand,10,2004-06-15
32167,978,A,High demand,10,2004-06-15
32168,978,A,High demand,1,2004-06-17
32169,978,A,High demand,4,2004-06-15
32170,978,A,High demand,5,2004-06-21
32171,978,A,High demand,1,2004-06-23
32172,978,A,High demand,4,2004-06-23
32173,978,A,High demand,10,2004-06-24
32174,978,A,High demand,3,2004-06-26
32175,978,A,High demand,10,2004-06-28
32176,978,A,High demand,10,2004-07-01
32177,978,A,High demand,2,2004-07-01
32178,978,A,High demand,10,2004-07-02
32179,978,A,High demand,3,2004-08-01
32180,978,A,High demand,1,2004-07-20
32181,978,A,High demand,10,2004-08-20
32182,978,A,High demand,10,2004-08-20
32183,978,A,High demand,9,2004-08-20
32184,978,A,High demand,1,2004-09-01
32185,978,A,High demand,10,2004-09-01
32186,978,A,High demand,3,2004-09-01
32187,978,A,High demand,5,2004-09-10
32188,978,A,High demand,21,2004-09-10
32189,978,A,High demand,20,2004-10-18
32190,978,A,High demand,20,2004-11-25
32191,978,A,High demand,5,2004-12-03
32192,978,A,High demand,30,2005-01-01
32193,978,A,High demand,20,2005-01-11
32194,978,A,High demand,5,2005-01-18
32195,978,A,High demand,5,2005-05-11
32196,978,A,High demand,60,2005-05-13
32197,978,A,High demand,30,2005-05-18
32198,978,A,High demand,15,2005-05-18
32199,978,A,High demand,10,2005-05-23
32200,978,A,High demand,9,2005-08-11
32201,978,A,High demand,5,2005-08-11
32202,978,A,High demand,1,2005-08-12
32203,978,A,High demand,4,2005-08-13
32204,978,A,High demand,9,2005-08-16
32205,978,A,High demand,1,2005-08-16
32206,978,A,High demand,5,2005-08-18
32207,978,A,High demand,10,2005-08-22
32208,978,A,High demand,1,2005-08-23
32209,978,A,High demand,1,2005-09-02
32210,978,A,High demand,10,2005-09-02
32211,978,A,High demand,5,2005-09-26
32212,978,A,High demand,2,2005-10-05
32213,978,A,High demand,3,2005-10-21
32214,978,A,High demand,3,2005-10-21
32215,978,A,High demand,1,2005-11-07
32216,978,A,High demand,2,2005-11-08
32217,978,A,High demand,5,2005-12-03
32218,978,A,High demand,5,2006-01-17
32219,978,A,High demand,2,2006-01-19
32220,978,A,High demand,3,2006-01-21
32221,978,A,High demand,1,2006-02-03
32222,978,A,High demand,1,2006-02-07
32223,978,A,High demand,1,2006-02-09
32224,978,A,High demand,5,2006-02-09
32225,978,A,High demand,3,2006-02-17
32226,978,A,High demand,2,2006-02-22
32227,978,A,High demand,10,2006-03-07
32228,978,A,High demand,20,2006-03-10
32229,978,A,High demand,1,2006-03-14
32230,978,A,High demand,10,2006-03-17
32231,978,A,High demand,5,2006-03-17
32232,978,A,High demand,10,2006-03-18
32233,978,A,High demand,5,2006-03-18
32234,978,A,High demand,10,2006-03-18
32235,978,A,High demand,5,2006-03-24
32236,978,A,High demand,10,2006-03-24
32237,978,A,High demand,3,2006-03-24
32238,978,A,High demand,2,2006-04-01
32239,978,A,High demand,15,2006-04-05
32240,978,A,High demand,10,2006-04-13
32241,978,A,High demand,7,2006-04-19
32242,1857,A,High demand,30,2004-08-27
32243,1857,A,High demand,5,2004-11-05
32244,1857,A,High demand,20,2004-11-12
32245,1857,A,High demand,1,2004-11-12
32246,1857,A,High demand,2,2004-11-24
32247,1857,A,High demand,1,2004-12-01
32248,1857,A,High demand,3,2004-12-01
32249,1857,A,High demand,1,2004-12-01
32250,1857,A,High demand,15,2004-12-04
32251,1857,A,High demand,20,2004-12-06
32252,1857,A,High demand,20,2004-12-06
32253,1857,A,High demand,10,2004-12-07
32254,1857,A,High demand,10,2004-12-10
32255,1857,A,High demand,5,2004-12-15
32256,1857,A,High demand,10,2004-12-17
32257,1857,A,High demand,2,2004-12-17
32258,1857,A,High demand,14,2004-12-17
32259,1857,A,High demand,10,2004-12-17
32260,1857,A,High demand,20,2004-12-17
32261,1857,A,High demand,5,2004-12-23
32262,1857,A,High demand,5,2004-12-24
